ano_campeonato,rodada,time_mandante,time_visitante,gols_mandante,gols_visitante
2025,31,SAN,FOR,1,1
2025,31,VAS,SAO,0,2
2025,32,BOT,VAS,3,0
2025,32,CAM,BAH,3,0
2025,32,CEA,FOR,1,1
2025,32,FLU,MIR,1,0
2025,32,GRE,CRU,0,1
2025,32,PAL,SAN,2,0
2025,32,RBB,COR,2,1
2025,32,SAO,FLA,2,2
2025,32,SPT,JUV,0,2
2025,32,VIT,INT,1,0
2025,33,COR,CEA,0,1
2025,33,CRU,FLU,0,0
2025,33,FLA,SAN,3,2
2025,33,FOR,GRE,2,2
2025,33,INT,BAH,2,2
2025,33,MIR,PAL,2,1
2025,33,SAO,RBB,0,1
2025,33,SPT,CAM,2,4
2025,33,VAS,JUV,1,3
2025,33,VIT,BOT,0,0
2025,34,BAH,FOR,2,3
2025,34,BOT,SPT,3,2
2025,34,CAM,PAL,,
2025,34,CEA,INT,1,2
2025,34,COR,SAO,3,1
2025,34,FLU,FLA,2,1
2025,34,GRE,VAS,2,0
2025,34,JUV,CRU,3,3
2025,34,RBB,VIT,,
2025,34,SAN,MIR,1,1
2025,35,BAH,VAS,1,0
2025,35,BOT,GRE,3,2
2025,35,CRU,COR,3,0
2025,35,FLA,RBB,3,0
2025,35,FOR,CAM,,
2025,35,INT,SAN,,
2025,35,MIR,CEA,2,0
2025,35,PAL,FLU,0,0
2025,35,SAO,JUV,2,1
2025,35,SPT,VIT,1,3
2025,36,CAM,FLA,,
2025,36,CEA,CRU,,
2025,36,COR,BOT,,
2025,36,FLU,SAO,,
2025,36,GRE,PAL,,
2025,36,JUV,BAH,,
2025,36,RBB,FOR,,
2025,36,SAN,SPT,,
2025,36,VAS,INT,,
2025,36,VIT,MIR,,
2025,37,BAH,SPT,,
2025,37,CRU,BOT,,
2025,37,FLA,CEA,,
2025,37,FOR,COR,,
2025,37,GRE,FLU,,
2025,37,JUV,SAN,,
2025,37,PAL,VIT,0,0
2025,37,RBB,CAM,2,0
2025,37,SAO,INT,,
2025,37,VAS,MIR,,
2025,38,BOT,FOR,,
2025,38,CAM,VAS,,
2025,38,CEA,PAL,,
2025,38,COR,JUV,,
2025,38,FLU,BAH,,
2025,38,INT,RBB,,
2025,38,MIR,FLA,,
2025,38,SAN,CRU,,
2025,38,SPT,GRE,,
2025,38,VIT,SAO,,
