ano_campeonato;rodada;time;adversário;gols_pro;gols_contra;pontos;vitoria;derrota;empate;pontos_acum;vitorias_acum;empates_acum;derrotas_acum;gols_pro_acum;gols_contra_acum;saldo_gols_acum;classificacao_1o_turno;classificacao_final
2011;24;Atlético-PR;Figueirense FC;0.0;0.0;1;0;0;1;23;5;8;11;24.0;36.0;-12.0;17.0;17.0
2011;25;Atlético-PR;EC Bahia;0.0;1.0;0;0;1;0;23;5;8;12;24.0;37.0;-13.0;17.0;17.0
2011;26;Atlético-PR;Fluminense;1.0;1.0;1;0;0;1;24;5;9;12;25.0;38.0;-13.0;17.0;17.0
2011;27;Atlético-PR;Internacional;2.0;0.0;3;1;0;0;27;6;9;12;27.0;38.0;-11.0;17.0;17.0
2011;28;Atlético-PR;Avaí FC;0.0;3.0;0;0;1;0;27;6;9;13;27.0;41.0;-14.0;17.0;17.0
2011;29;Atlético-PR;Vasco da Gama;2.0;2.0;1;0;0;1;28;6;10;13;29.0;43.0;-14.0;17.0;17.0
2011;30;Atlético-PR;Botafogo;0.0;2.0;0;0;1;0;28;6;10;14;29.0;45.0;-16.0;17.0;17.0
2011;31;Atlético-PR;Ceará SC;1.0;0.0;3;1;0;0;31;7;10;14;30.0;45.0;-15.0;17.0;17.0
2011;32;Atlético-PR;Santos;1.0;4.0;0;0;1;0;31;7;10;15;31.0;49.0;-18.0;17.0;17.0
2011;33;Atlético-PR;Atlético-GO;2.0;1.0;3;1;0;0;34;8;10;15;33.0;50.0;-17.0;17.0;17.0
2011;34;Atlético-PR;Corinthians;1.0;2.0;0;0;1;0;34;8;10;16;34.0;52.0;-18.0;17.0;17.0
2011;35;Atlético-PR;São Paulo;1.0;0.0;3;1;0;0;37;9;10;16;35.0;52.0;-17.0;17.0;17.0
2011;36;Atlético-PR;Cruzeiro;1.0;1.0;1;0;0;1;38;9;11;16;36.0;53.0;-17.0;17.0;17.0
2011;37;Atlético-PR;América-MG;1.0;2.0;0;0;1;0;38;9;11;17;37.0;55.0;-18.0;17.0;17.0
2011;38;Atlético-PR;Coritiba FC;1.0;0.0;3;1;0;0;41;10;11;17;38.0;55.0;-17.0;17.0;17.0
2011;1;Avaí FC;Flamengo;0.0;4.0;0;0;1;0;0;0;0;1;0.0;4.0;-4.0;18.0;20.0
2011;2;Avaí FC;Atlético-MG;1.0;3.0;0;0;1;0;0;0;0;2;1.0;7.0;-6.0;18.0;20.0
2011;3;Avaí FC;Santos;1.0;3.0;0;0;1;0;0;0;0;3;2.0;10.0;-8.0;18.0;20.0
2011;4;Avaí FC;América-MG;2.0;2.0;1;0;0;1;1;0;1;3;4.0;12.0;-8.0;18.0;20.0
2011;5;Avaí FC;Palmeiras;0.0;5.0;0;0;1;0;1;0;1;4;4.0;17.0;-13.0;18.0;20.0
2011;6;Avaí FC;Fluminense;0.0;1.0;0;0;1;0;1;0;1;5;4.0;18.0;-14.0;18.0;20.0
2011;7;Avaí FC;Grêmio;2.0;2.0;1;0;0;1;2;0;2;5;6.0;20.0;-14.0;18.0;20.0
2011;8;Avaí FC;EC Bahia;2.0;2.0;1;0;0;1;3;0;3;5;8.0;22.0;-14.0;18.0;20.0
2011;9;Avaí FC;Atlético-PR;0.0;0.0;1;0;0;1;4;0;4;5;8.0;22.0;-14.0;18.0;20.0
2011;10;Avaí FC;Atlético-GO;1.0;0.0;3;1;0;0;7;1;4;5;9.0;22.0;-13.0;18.0;20.0
2011;11;Avaí FC;Internacional;1.0;3.0;0;0;1;0;7;1;4;6;10.0;25.0;-15.0;18.0;20.0
2011;12;Avaí FC;Botafogo;1.0;2.0;0;0;1;0;7;1;4;7;11.0;27.0;-16.0;18.0;20.0
2011;13;Avaí FC;Corinthians;3.0;2.0;3;1;0;0;10;2;4;7;14.0;29.0;-15.0;18.0;20.0
2011;14;Avaí FC;Ceará SC;3.0;0.0;3;1;0;0;13;3;4;7;17.0;29.0;-12.0;18.0;20.0
2011;15;Avaí FC;São Paulo;1.0;2.0;0;0;1;0;13;3;4;8;18.0;31.0;-13.0;18.0;20.0
2011;16;Avaí FC;Cruzeiro;0.0;5.0;0;0;1;0;13;3;4;9;18.0;36.0;-18.0;18.0;20.0
2011;17;Avaí FC;Vasco da Gama;0.0;2.0;0;0;1;0;13;3;4;10;18.0;38.0;-20.0;18.0;20.0
2011;18;Avaí FC;Coritiba FC;0.0;0.0;1;0;0;1;14;3;5;10;18.0;38.0;-20.0;18.0;20.0
2011;19;Avaí FC;Figueirense FC;3.0;2.0;3;1;0;0;17;4;5;10;21.0;40.0;-19.0;18.0;20.0
2011;20;Avaí FC;Flamengo;3.0;2.0;3;1;0;0;20;5;5;10;24.0;42.0;-18.0;18.0;20.0
2011;21;Avaí FC;Atlético-MG;0.0;2.0;0;0;1;0;20;5;5;11;24.0;44.0;-20.0;18.0;20.0
2011;22;Avaí FC;Santos;1.0;2.0;0;0;1;0;20;5;5;12;25.0;46.0;-21.0;18.0;20.0
2011;23;Avaí FC;América-MG;2.0;2.0;1;0;0;1;21;5;6;12;27.0;48.0;-21.0;18.0;20.0
2011;24;Avaí FC;Palmeiras;1.0;1.0;1;0;0;1;22;5;7;12;28.0;49.0;-21.0;18.0;20.0
2011;25;Avaí FC;Fluminense;1.0;3.0;0;0;1;0;22;5;7;13;29.0;52.0;-23.0;18.0;20.0
2011;26;Avaí FC;Grêmio;1.0;2.0;0;0;1;0;22;5;7;14;30.0;54.0;-24.0;18.0;20.0
2011;27;Avaí FC;EC Bahia;2.0;3.0;0;0;1;0;22;5;7;15;32.0;57.0;-25.0;18.0;20.0
2011;28;Avaí FC;Atlético-PR;3.0;0.0;3;1;0;0;25;6;7;15;35.0;57.0;-22.0;18.0;20.0
2011;29;Avaí FC;Atlético-GO;2.0;2.0;1;0;0;1;26;6;8;15;37.0;59.0;-22.0;18.0;20.0
2011;30;Avaí FC;Internacional;2.0;4.0;0;0;1;0;26;6;8;16;39.0;63.0;-24.0;18.0;20.0
2011;31;Avaí FC;Botafogo;3.0;2.0;3;1;0;0;29;7;8;16;42.0;65.0;-23.0;18.0;20.0
2011;32;Avaí FC;Corinthians;1.0;2.0;0;0;1;0;29;7;8;17;43.0;67.0;-24.0;18.0;20.0
2011;33;Avaí FC;Ceará SC;1.0;2.0;0;0;1;0;29;7;8;18;44.0;69.0;-25.0;18.0;20.0
2011;34;Avaí FC;São Paulo;0.0;2.0;0;0;1;0;29;7;8;19;44.0;71.0;-27.0;18.0;20.0
2011;35;Avaí FC;Cruzeiro;0.0;0.0;1;0;0;1;30;7;9;19;44.0;71.0;-27.0;18.0;20.0
2011;36;Avaí FC;Vasco da Gama;0.0;2.0;0;0;1;0;30;7;9;20;44.0;73.0;-29.0;18.0;20.0
2011;37;Avaí FC;Coritiba FC;0.0;1.0;0;0;1;0;30;7;9;21;44.0;74.0;-30.0;18.0;20.0
2011;38;Avaí FC;Figueirense FC;1.0;1.0;1;0;0;1;31;7;10;21;45.0;75.0;-30.0;18.0;20.0
2011;1;Botafogo;Palmeiras;0.0;1.0;0;0;1;0;0;0;0;1;0.0;1.0;-1.0;5.0;9.0
2011;2;Botafogo;Santos;1.0;0.0;3;1;0;0;3;1;0;1;1.0;1.0;0.0;5.0;9.0
2011;3;Botafogo;Ceará SC;2.0;2.0;1;0;0;1;4;1;1;1;3.0;3.0;0.0;5.0;9.0
2011;4;Botafogo;Coritiba FC;3.0;1.0;3;1;0;0;7;2;1;1;6.0;4.0;2.0;5.0;9.0
2011;5;Botafogo;Flamengo;0.0;0.0;1;0;0;1;8;2;2;1;6.0;4.0;2.0;5.0;9.0
2011;6;Botafogo;Grêmio;2.0;1.0;3;1;0;0;11;3;2;1;8.0;5.0;3.0;5.0;9.0
2011;7;Botafogo;São Paulo;2.0;0.0;3;1;0;0;14;4;2;1;10.0;5.0;5.0;5.0;9.0
2011;8;Botafogo;Atlético-GO;1.0;1.0;1;0;0;1;15;4;3;1;11.0;6.0;5.0;5.0;9.0
2011;9;Botafogo;EC Bahia;1.0;1.0;1;0;0;1;16;4;4;1;12.0;7.0;5.0;5.0;9.0
2011;10;Botafogo;Corinthians;0.0;2.0;0;0;1;0;16;4;4;2;12.0;9.0;3.0;5.0;9.0
2011;11;Botafogo;Atlético-PR;1.0;2.0;0;0;1;0;16;4;4;3;13.0;11.0;2.0;5.0;9.0
2011;12;Botafogo;Avaí FC;2.0;1.0;3;1;0;0;19;5;4;3;15.0;12.0;3.0;5.0;9.0
2011;13;Botafogo;Cruzeiro;1.0;0.0;3;1;0;0;22;6;4;3;16.0;12.0;4.0;5.0;9.0
2011;14;Botafogo;Figueirense FC;0.0;2.0;0;0;1;0;22;6;4;4;16.0;14.0;2.0;5.0;9.0
2011;15;Botafogo;Vasco da Gama;4.0;0.0;3;1;0;0;25;7;4;4;20.0;14.0;6.0;5.0;9.0
2011;16;Botafogo;América-MG;4.0;2.0;3;1;0;0;28;8;4;4;24.0;16.0;8.0;5.0;9.0
2011;17;Botafogo;Internacional;0.0;1.0;0;0;1;0;28;8;4;5;24.0;17.0;7.0;5.0;9.0
2011;18;Botafogo;Atlético-MG;3.0;1.0;3;1;0;0;31;9;4;5;27.0;18.0;9.0;5.0;9.0
2011;19;Botafogo;Fluminense;2.0;1.0;3;1;0;0;34;10;4;5;29.0;19.0;10.0;5.0;9.0
2011;20;Botafogo;Palmeiras;3.0;1.0;3;1;0;0;37;11;4;5;32.0;20.0;12.0;5.0;9.0
2011;21;Botafogo;Santos;0.0;2.0;0;0;1;0;37;11;4;6;32.0;22.0;10.0;5.0;9.0
2011;22;Botafogo;Ceará SC;4.0;0.0;3;1;0;0;40;12;4;6;36.0;22.0;14.0;5.0;9.0
2011;23;Botafogo;Coritiba FC;0.0;5.0;0;0;1;0;40;12;4;7;36.0;27.0;9.0;5.0;9.0
2011;24;Botafogo;Flamengo;1.0;1.0;1;0;0;1;41;12;5;7;37.0;28.0;9.0;5.0;9.0
2011;25;Botafogo;Grêmio;1.0;0.0;3;1;0;0;44;13;5;7;38.0;28.0;10.0;5.0;9.0
2011;26;Botafogo;São Paulo;2.0;2.0;1;0;0;1;45;13;6;7;40.0;30.0;10.0;5.0;9.0
2011;27;Botafogo;Atlético-GO;0.0;2.0;0;0;1;0;45;13;6;8;40.0;32.0;8.0;5.0;9.0
2011;28;Botafogo;EC Bahia;2.0;2.0;1;0;0;1;46;13;7;8;42.0;34.0;8.0;5.0;9.0
2011;29;Botafogo;Corinthians;2.0;0.0;3;1;0;0;49;14;7;8;44.0;34.0;10.0;5.0;9.0
2011;30;Botafogo;Atlético-PR;2.0;0.0;3;1;0;0;52;15;7;8;46.0;34.0;12.0;5.0;9.0
2011;31;Botafogo;Avaí FC;2.0;3.0;0;0;1;0;52;15;7;9;48.0;37.0;11.0;5.0;9.0
2011;32;Botafogo;Cruzeiro;1.0;0.0;3;1;0;0;55;16;7;9;49.0;37.0;12.0;5.0;9.0
2011;33;Botafogo;Figueirense FC;0.0;1.0;0;0;1;0;55;16;7;10;49.0;38.0;11.0;5.0;9.0
2011;34;Botafogo;Vasco da Gama;0.0;2.0;0;0;1;0;55;16;7;11;49.0;40.0;9.0;5.0;9.0
2011;35;Botafogo;América-MG;1.0;2.0;0;0;1;0;55;16;7;12;50.0;42.0;8.0;5.0;9.0
2011;36;Botafogo;Internacional;1.0;2.0;0;0;1;0;55;16;7;13;51.0;44.0;7.0;5.0;9.0
2011;37;Botafogo;Atlético-MG;0.0;4.0;0;0;1;0;55;16;7;14;51.0;48.0;3.0;5.0;9.0
2011;38;Botafogo;Fluminense;1.0;1.0;1;0;0;1;56;16;8;14;52.0;49.0;3.0;5.0;9.0
2011;1;Ceará SC;Vasco da Gama;1.0;3.0;0;0;1;0;0;0;0;1;1.0;3.0;-2.0;13.0;18.0
2011;2;Ceará SC;Internacional;1.0;0.0;3;1;0;0;3;1;0;1;2.0;3.0;-1.0;13.0;18.0
2011;3;Ceará SC;Botafogo;2.0;2.0;1;0;0;1;4;1;1;1;4.0;5.0;-1.0;13.0;18.0
2011;4;Ceará SC;Atlético-GO;1.0;4.0;0;0;1;0;4;1;1;2;5.0;9.0;-4.0;13.0;18.0
2011;5;Ceará SC;São Paulo;0.0;2.0;0;0;1;0;4;1;1;3;5.0;11.0;-6.0;13.0;18.0
2011;6;Ceará SC;Palmeiras;2.0;0.0;3;1;0;0;7;2;1;3;7.0;11.0;-4.0;13.0;18.0
2011;7;Ceará SC;Coritiba FC;1.0;3.0;0;0;1;0;7;2;1;4;8.0;14.0;-6.0;13.0;18.0
2011;8;Ceará SC;Atlético-MG;3.0;0.0;3;1;0;0;10;3;1;4;11.0;14.0;-3.0;13.0;18.0
2011;9;Ceará SC;Figueirense FC;1.0;1.0;1;0;0;1;11;3;2;4;12.0;15.0;-3.0;13.0;18.0
2011;10;Ceará SC;América-MG;4.0;0.0;3;1;0;0;14;4;2;4;16.0;15.0;1.0;13.0;18.0
2011;11;Ceará SC;Flamengo;1.0;1.0;1;0;0;1;15;4;3;4;17.0;16.0;1.0;13.0;18.0
2011;12;Ceará SC;Atlético-PR;2.0;1.0;3;1;0;0;18;5;3;4;19.0;17.0;2.0;13.0;18.0
2011;13;Ceará SC;Fluminense;0.0;4.0;0;0;1;0;18;5;3;5;19.0;21.0;-2.0;13.0;18.0
2011;14;Ceará SC;Avaí FC;0.0;3.0;0;0;1;0;18;5;3;6;19.0;24.0;-5.0;13.0;18.0
2011;15;Ceará SC;Santos;0.0;1.0;0;0;1;0;18;5;3;7;19.0;25.0;-6.0;13.0;18.0
2011;16;Ceará SC;Corinthians;2.0;2.0;1;0;0;1;19;5;4;7;21.0;27.0;-6.0;13.0;18.0
2011;17;Ceará SC;Grêmio;3.0;0.0;3;1;0;0;22;6;4;7;24.0;27.0;-3.0;13.0;18.0
2011;18;Ceará SC;Cruzeiro;0.0;1.0;0;0;1;0;22;6;4;8;24.0;28.0;-4.0;13.0;18.0
2011;19;Ceará SC;EC Bahia;3.0;0.0;3;1;0;0;25;7;4;8;27.0;28.0;-1.0;13.0;18.0
2011;20;Ceará SC;Vasco da Gama;1.0;3.0;0;0;1;0;25;7;4;9;28.0;31.0;-3.0;13.0;18.0
2011;21;Ceará SC;Internacional;1.0;1.0;1;0;0;1;26;7;5;9;29.0;32.0;-3.0;13.0;18.0
2011;22;Ceará SC;Botafogo;0.0;4.0;0;0;1;0;26;7;5;10;29.0;36.0;-7.0;13.0;18.0
2011;23;Ceará SC;Atlético-GO;1.0;1.0;1;0;0;1;27;7;6;10;30.0;37.0;-7.0;13.0;18.0
2011;24;Ceará SC;São Paulo;0.0;4.0;0;0;1;0;27;7;6;11;30.0;41.0;-11.0;13.0;18.0
2011;25;Ceará SC;Palmeiras;0.0;1.0;0;0;1;0;27;7;6;12;30.0;42.0;-12.0;13.0;18.0
2011;26;Ceará SC;Coritiba FC;3.0;2.0;3;1;0;0;30;8;6;12;33.0;44.0;-11.0;13.0;18.0
2011;27;Ceará SC;Atlético-MG;1.0;1.0;1;0;0;1;31;8;7;12;34.0;45.0;-11.0;13.0;18.0
2011;28;Ceará SC;Figueirense FC;1.0;1.0;1;0;0;1;32;8;8;12;35.0;46.0;-11.0;13.0;18.0
2011;29;Ceará SC;América-MG;1.0;4.0;0;0;1;0;32;8;8;13;36.0;50.0;-14.0;13.0;18.0
2011;30;Ceará SC;Flamengo;0.0;1.0;0;0;1;0;32;8;8;14;36.0;51.0;-15.0;13.0;18.0
2011;31;Ceará SC;Atlético-PR;0.0;1.0;0;0;1;0;32;8;8;15;36.0;52.0;-16.0;13.0;18.0
2011;32;Ceará SC;Fluminense;1.0;2.0;0;0;1;0;32;8;8;16;37.0;54.0;-17.0;13.0;18.0
2011;33;Ceará SC;Avaí FC;2.0;1.0;3;1;0;0;35;9;8;16;39.0;55.0;-16.0;13.0;18.0
2011;34;Ceará SC;Santos;2.0;3.0;0;0;1;0;35;9;8;17;41.0;58.0;-17.0;13.0;18.0
2011;35;Ceará SC;Corinthians;0.0;1.0;0;0;1;0;35;9;8;18;41.0;59.0;-18.0;13.0;18.0
2011;36;Ceará SC;Grêmio;3.0;1.0;3;1;0;0;38;10;8;18;44.0;60.0;-16.0;13.0;18.0
2011;37;Ceará SC;Cruzeiro;2.0;2.0;1;0;0;1;39;10;9;18;46.0;62.0;-16.0;13.0;18.0
2011;38;Ceará SC;EC Bahia;1.0;2.0;0;0;1;0;39;10;9;19;47.0;64.0;-17.0;13.0;18.0
2011;1;Corinthians;Grêmio;2.0;1.0;3;1;0;0;3;1;0;0;2.0;1.0;1.0;1.0;1.0
2011;2;Corinthians;Coritiba FC;2.0;1.0;3;1;0;0;6;2;0;0;4.0;2.0;2.0;1.0;1.0
2011;3;Corinthians;Flamengo;1.0;1.0;1;0;0;1;7;2;1;0;5.0;3.0;2.0;1.0;1.0
2011;4;Corinthians;Fluminense;2.0;0.0;3;1;0;0;10;3;1;0;7.0;3.0;4.0;1.0;1.0
2011;5;Corinthians;Santos;0.0;0.0;1;0;0;1;11;3;2;0;7.0;3.0;4.0;1.0;1.0
2011;6;Corinthians;São Paulo;5.0;0.0;3;1;0;0;14;4;2;0;12.0;3.0;9.0;1.0;1.0
2011;7;Corinthians;EC Bahia;1.0;0.0;3;1;0;0;17;5;2;0;13.0;3.0;10.0;1.0;1.0
2011;8;Corinthians;Vasco da Gama;2.0;1.0;3;1;0;0;20;6;2;0;15.0;4.0;11.0;1.0;1.0
2011;9;Corinthians;Atlético-GO;1.0;0.0;3;1;0;0;23;7;2;0;16.0;4.0;12.0;1.0;1.0
2011;10;Corinthians;Botafogo;2.0;0.0;3;1;0;0;26;8;2;0;18.0;4.0;14.0;1.0;1.0
2011;11;Corinthians;Cruzeiro;0.0;1.0;0;0;1;0;26;8;2;1;18.0;5.0;13.0;1.0;1.0
2011;12;Corinthians;Internacional;1.0;0.0;3;1;0;0;29;9;2;1;19.0;5.0;14.0;1.0;1.0
2011;13;Corinthians;Avaí FC;2.0;3.0;0;0;1;0;29;9;2;2;21.0;8.0;13.0;1.0;1.0
2011;14;Corinthians;América-MG;2.0;1.0;3;1;0;0;32;10;2;2;23.0;9.0;14.0;1.0;1.0
2011;15;Corinthians;Atlético-PR;1.0;1.0;1;0;0;1;33;10;3;2;24.0;10.0;14.0;1.0;1.0
2011;16;Corinthians;Ceará SC;2.0;2.0;1;0;0;1;34;10;4;2;26.0;12.0;14.0;1.0;1.0
2011;17;Corinthians;Atlético-MG;3.0;2.0;3;1;0;0;37;11;4;2;29.0;14.0;15.0;1.0;1.0
2011;18;Corinthians;Figueirense FC;0.0;2.0;0;0;1;0;37;11;4;3;29.0;16.0;13.0;1.0;1.0
2011;19;Corinthians;Palmeiras;1.0;2.0;0;0;1;0;37;11;4;4;30.0;18.0;12.0;1.0;1.0
2011;20;Corinthians;Grêmio;3.0;2.0;3;1;0;0;40;12;4;4;33.0;20.0;13.0;1.0;1.0
2011;21;Corinthians;Coritiba FC;0.0;1.0;0;0;1;0;40;12;4;5;33.0;21.0;12.0;1.0;1.0
2011;22;Corinthians;Flamengo;2.0;1.0;3;1;0;0;43;13;4;5;35.0;22.0;13.0;1.0;1.0
2011;23;Corinthians;Fluminense;0.0;1.0;0;0;1;0;43;13;4;6;35.0;23.0;12.0;1.0;1.0
2011;24;Corinthians;Santos;1.0;3.0;0;0;1;0;43;13;4;7;36.0;26.0;10.0;1.0;1.0
2011;25;Corinthians;São Paulo;0.0;0.0;1;0;0;1;44;13;5;7;36.0;26.0;10.0;1.0;1.0
2011;26;Corinthians;EC Bahia;1.0;0.0;3;1;0;0;47;14;5;7;37.0;26.0;11.0;1.0;1.0
2011;27;Corinthians;Vasco da Gama;2.0;2.0;1;0;0;1;48;14;6;7;39.0;28.0;11.0;1.0;1.0
2011;28;Corinthians;Atlético-GO;3.0;0.0;3;1;0;0;51;15;6;7;42.0;28.0;14.0;1.0;1.0
2011;29;Corinthians;Botafogo;0.0;2.0;0;0;1;0;51;15;6;8;42.0;30.0;12.0;1.0;1.0
2011;30;Corinthians;Cruzeiro;1.0;0.0;3;1;0;0;54;16;6;8;43.0;30.0;13.0;1.0;1.0
2011;31;Corinthians;Internacional;1.0;1.0;1;0;0;1;55;16;7;8;44.0;31.0;13.0;1.0;1.0
2011;32;Corinthians;Avaí FC;2.0;1.0;3;1;0;0;58;17;7;8;46.0;32.0;14.0;1.0;1.0
2011;33;Corinthians;América-MG;1.0;2.0;0;0;1;0;58;17;7;9;47.0;34.0;13.0;1.0;1.0
2011;34;Corinthians;Atlético-PR;2.0;1.0;3;1;0;0;61;18;7;9;49.0;35.0;14.0;1.0;1.0
2011;35;Corinthians;Ceará SC;1.0;0.0;3;1;0;0;64;19;7;9;50.0;35.0;15.0;1.0;1.0
2011;36;Corinthians;Atlético-MG;2.0;1.0;3;1;0;0;67;20;7;9;52.0;36.0;16.0;1.0;1.0
2011;37;Corinthians;Figueirense FC;1.0;0.0;3;1;0;0;70;21;7;9;53.0;36.0;17.0;1.0;1.0
2011;38;Corinthians;Palmeiras;0.0;0.0;1;0;0;1;71;21;8;9;53.0;36.0;17.0;1.0;1.0
2011;1;Coritiba FC;Atlético-GO;0.0;1.0;0;0;1;0;0;0;0;1;0.0;1.0;-1.0;9.0;8.0
2011;2;Coritiba FC;Corinthians;1.0;2.0;0;0;1;0;0;0;0;2;1.0;3.0;-2.0;9.0;8.0
2011;3;Coritiba FC;Vasco da Gama;5.0;1.0;3;1;0;0;3;1;0;2;6.0;4.0;2.0;9.0;8.0
2011;4;Coritiba FC;Botafogo;1.0;3.0;0;0;1;0;3;1;0;3;7.0;7.0;0.0;9.0;8.0
2011;5;Coritiba FC;Internacional;1.0;1.0;1;0;0;1;4;1;1;3;8.0;8.0;0.0;9.0;8.0
2011;6;Coritiba FC;Cruzeiro;1.0;2.0;0;0;1;0;4;1;1;4;9.0;10.0;-1.0;9.0;8.0
2011;7;Coritiba FC;Ceará SC;3.0;1.0;3;1;0;0;7;2;1;4;12.0;11.0;1.0;9.0;8.0
2011;8;Coritiba FC;Figueirense FC;3.0;0.0;3;1;0;0;10;3;1;4;15.0;11.0;4.0;9.0;8.0
2011;9;Coritiba FC;Grêmio;0.0;2.0;0;0;1;0;10;3;1;5;15.0;13.0;2.0;9.0;8.0
2011;10;Coritiba FC;Fluminense;3.0;1.0;3;1;0;0;13;4;1;5;18.0;14.0;4.0;9.0;8.0
2011;11;Coritiba FC;EC Bahia;0.0;0.0;1;0;0;1;14;4;2;5;18.0;14.0;4.0;9.0;8.0
2011;12;Coritiba FC;São Paulo;3.0;4.0;0;0;1;0;14;4;2;6;21.0;18.0;3.0;9.0;8.0
2011;13;Coritiba FC;América-MG;3.0;1.0;3;1;0;0;17;5;2;6;24.0;19.0;5.0;9.0;8.0
2011;14;Coritiba FC;Palmeiras;1.0;1.0;1;0;0;1;18;5;3;6;25.0;20.0;5.0;9.0;8.0
2011;15;Coritiba FC;Flamengo;0.0;1.0;0;0;1;0;18;5;3;7;25.0;21.0;4.0;9.0;8.0
2011;16;Coritiba FC;Atlético-MG;3.0;0.0;3;1;0;0;21;6;3;7;28.0;21.0;7.0;9.0;8.0
2011;17;Coritiba FC;Santos;3.0;2.0;3;1;0;0;24;7;3;7;31.0;23.0;8.0;9.0;8.0
2011;18;Coritiba FC;Avaí FC;0.0;0.0;1;0;0;1;25;7;4;7;31.0;23.0;8.0;9.0;8.0
2011;19;Coritiba FC;Atlético-PR;1.0;1.0;1;0;0;1;26;7;5;7;32.0;24.0;8.0;9.0;8.0
2011;20;Coritiba FC;Atlético-GO;1.0;3.0;0;0;1;0;26;7;5;8;33.0;27.0;6.0;9.0;8.0
2011;21;Coritiba FC;Corinthians;1.0;0.0;3;1;0;0;29;8;5;8;34.0;27.0;7.0;9.0;8.0
2011;22;Coritiba FC;Vasco da Gama;0.0;2.0;0;0;1;0;29;8;5;9;34.0;29.0;5.0;9.0;8.0
2011;23;Coritiba FC;Botafogo;5.0;0.0;3;1;0;0;32;9;5;9;39.0;29.0;10.0;9.0;8.0
2011;24;Coritiba FC;Internacional;1.0;1.0;1;0;0;1;33;9;6;9;40.0;30.0;10.0;9.0;8.0
2011;25;Coritiba FC;Cruzeiro;2.0;1.0;3;1;0;0;36;10;6;9;42.0;31.0;11.0;9.0;8.0
2011;26;Coritiba FC;Ceará SC;2.0;3.0;0;0;1;0;36;10;6;10;44.0;34.0;10.0;9.0;8.0
2011;27;Coritiba FC;Figueirense FC;0.0;0.0;1;0;0;1;37;10;7;10;44.0;34.0;10.0;9.0;8.0
2011;28;Coritiba FC;Grêmio;2.0;0.0;3;1;0;0;40;11;7;10;46.0;34.0;12.0;9.0;8.0
2011;29;Coritiba FC;Fluminense;1.0;3.0;0;0;1;0;40;11;7;11;47.0;37.0;10.0;9.0;8.0
2011;30;Coritiba FC;EC Bahia;0.0;0.0;1;0;0;1;41;11;8;11;47.0;37.0;10.0;9.0;8.0
2011;31;Coritiba FC;São Paulo;0.0;0.0;1;0;0;1;42;11;9;11;47.0;37.0;10.0;9.0;8.0
2011;32;Coritiba FC;América-MG;3.0;1.0;3;1;0;0;45;12;9;11;50.0;38.0;12.0;9.0;8.0
2011;33;Coritiba FC;Palmeiras;2.0;0.0;3;1;0;0;48;13;9;11;52.0;38.0;14.0;9.0;8.0
2011;34;Coritiba FC;Flamengo;2.0;0.0;3;1;0;0;51;14;9;11;54.0;38.0;16.0;9.0;8.0
2011;35;Coritiba FC;Atlético-MG;1.0;2.0;0;0;1;0;51;14;9;12;55.0;40.0;15.0;9.0;8.0
2011;36;Coritiba FC;Santos;1.0;0.0;3;1;0;0;54;15;9;12;56.0;40.0;16.0;9.0;8.0
2011;37;Coritiba FC;Avaí FC;1.0;0.0;3;1;0;0;57;16;9;12;57.0;40.0;17.0;9.0;8.0
2011;38;Coritiba FC;Atlético-PR;0.0;1.0;0;0;1;0;57;16;9;13;57.0;41.0;16.0;9.0;8.0
2011;1;Cruzeiro;Figueirense FC;0.0;1.0;0;0;1;0;0;0;0;1;0.0;1.0;-1.0;7.0;16.0
2011;2;Cruzeiro;Palmeiras;1.0;1.0;1;0;0;1;1;0;1;1;1.0;2.0;-1.0;7.0;16.0
2011;3;Cruzeiro;Fluminense;1.0;2.0;0;0;1;0;1;0;1;2;2.0;4.0;-2.0;7.0;16.0
2011;4;Cruzeiro;Santos;1.0;1.0;1;0;0;1;2;0;2;2;3.0;5.0;-2.0;7.0;16.0
2011;5;Cruzeiro;América-MG;1.0;1.0;1;0;0;1;3;0;3;2;4.0;6.0;-2.0;7.0;16.0
2011;6;Cruzeiro;Coritiba FC;2.0;1.0;3;1;0;0;6;1;3;2;6.0;7.0;-1.0;7.0;16.0
2011;7;Cruzeiro;Vasco da Gama;3.0;0.0;3;1;0;0;9;2;3;2;9.0;7.0;2.0;7.0;16.0
2011;8;Cruzeiro;Grêmio;2.0;0.0;3;1;0;0;12;3;3;2;11.0;7.0;4.0;7.0;16.0
2011;9;Cruzeiro;São Paulo;1.0;2.0;0;0;1;0;12;3;3;3;12.0;9.0;3.0;7.0;16.0
2011;10;Cruzeiro;EC Bahia;2.0;1.0;3;1;0;0;15;4;3;3;14.0;10.0;4.0;7.0;16.0
2011;11;Cruzeiro;Corinthians;1.0;0.0;3;1;0;0;18;5;3;3;15.0;10.0;5.0;7.0;16.0
2011;12;Cruzeiro;Atlético-GO;0.0;2.0;0;0;1;0;18;5;3;4;15.0;12.0;3.0;7.0;16.0
2011;13;Cruzeiro;Botafogo;0.0;1.0;0;0;1;0;18;5;3;5;15.0;13.0;2.0;7.0;16.0
2011;14;Cruzeiro;Flamengo;0.0;1.0;0;0;1;0;18;5;3;6;15.0;14.0;1.0;7.0;16.0
