ano_campeonato;rodada;time;adversário;gols_pro;gols_contra;pontos;vitoria;derrota;empate;pontos_acum;vitorias_acum;empates_acum;derrotas_acum;gols_pro_acum;gols_contra_acum;saldo_gols_acum;classificacao_1o_turno;classificacao_final
2006;2;Atlético-PR;Paraná;4.0;0.0;3;1;0;0;3;1;0;0;4.0;0.0;4.0;14.0;
2006;2;Atlético-PR;Fluminense;1.0;2.0;0;0;1;0;3;1;0;1;5.0;2.0;3.0;14.0;
2006;3;Atlético-PR;Santos;0.0;2.0;0;0;1;0;3;1;0;2;5.0;4.0;1.0;14.0;
2006;4;Atlético-PR;Botafogo;4.0;0.0;3;1;0;0;6;2;0;2;9.0;4.0;5.0;14.0;
2006;5;Atlético-PR;Vasco da Gama;6.0;4.0;3;1;0;0;9;3;0;2;15.0;8.0;7.0;14.0;
2006;6;Atlético-PR;Internacional;1.0;2.0;0;0;1;0;9;3;0;3;16.0;10.0;6.0;14.0;
2006;7;Atlético-PR;Santa Cruz;2.0;1.0;3;1;0;0;12;4;0;3;18.0;11.0;7.0;14.0;
2006;8;Atlético-PR;Goiás;2.0;3.0;0;0;1;0;12;4;0;4;20.0;14.0;6.0;14.0;
2006;9;Atlético-PR;São Caetano;1.0;2.0;0;0;1;0;12;4;0;5;21.0;16.0;5.0;14.0;
2006;10;Atlético-PR;Juventude;1.0;0.0;3;1;0;0;15;5;0;5;22.0;16.0;6.0;14.0;
2006;11;Atlético-PR;Flamengo;0.0;1.0;0;0;1;0;15;5;0;6;22.0;17.0;5.0;14.0;
2006;12;Atlético-PR;Cruzeiro;1.0;1.0;1;0;0;1;16;5;1;6;23.0;18.0;5.0;14.0;
2006;13;Atlético-PR;Palmeiras;2.0;0.0;3;1;0;0;19;6;1;6;25.0;18.0;7.0;14.0;
2006;14;Atlético-PR;Fortaleza;0.0;0.0;1;0;0;1;20;6;2;6;25.0;18.0;7.0;14.0;
2006;15;Atlético-PR;Corinthians;1.0;2.0;0;0;1;0;20;6;2;7;26.0;20.0;6.0;14.0;
2006;16;Atlético-PR;Paraná;1.0;2.0;0;0;1;0;20;6;2;8;27.0;22.0;5.0;14.0;
2006;16;Atlético-PR;Vasco da Gama;1.0;2.0;0;0;1;0;20;6;2;9;28.0;24.0;4.0;14.0;
2006;17;Atlético-PR;Flamengo;1.0;0.0;3;1;0;0;23;7;2;9;29.0;24.0;5.0;14.0;
2006;19;Atlético-PR;Corinthians;1.0;2.0;0;0;1;0;23;7;2;10;30.0;26.0;4.0;14.0;
2006;20;Atlético-PR;Grêmio;0.0;2.0;0;0;1;0;23;7;2;11;30.0;28.0;2.0;14.0;
2006;22;Atlético-PR;São Paulo;0.0;0.0;1;0;0;1;24;7;3;11;30.0;28.0;2.0;14.0;
2006;23;Atlético-PR;Grêmio;2.0;3.0;0;0;1;0;24;7;3;12;32.0;31.0;1.0;14.0;
2006;23;Atlético-PR;Figueirense FC;3.0;3.0;1;0;0;1;25;7;4;12;35.0;34.0;1.0;14.0;
2006;24;Atlético-PR;Ponte Preta;3.0;0.0;3;1;0;0;28;8;4;12;38.0;34.0;4.0;14.0;
2006;24;Atlético-PR;Fluminense;2.0;1.0;3;1;0;0;31;9;4;12;40.0;35.0;5.0;14.0;
2006;26;Atlético-PR;Santos;2.0;1.0;3;1;0;0;34;10;4;12;42.0;36.0;6.0;14.0;
2006;27;Atlético-PR;Botafogo;0.0;5.0;0;0;1;0;34;10;4;13;42.0;41.0;1.0;14.0;
2006;29;Atlético-PR;Santa Cruz;2.0;1.0;3;1;0;0;37;11;4;13;44.0;42.0;2.0;14.0;
2006;29;Atlético-PR;Internacional;0.0;2.0;0;0;1;0;37;11;4;14;44.0;44.0;0.0;14.0;
2006;29;Atlético-PR;São Paulo;1.0;1.0;1;0;0;1;38;11;5;14;45.0;45.0;0.0;14.0;
2006;31;Atlético-PR;São Caetano;3.0;1.0;3;1;0;0;41;12;5;14;48.0;46.0;2.0;14.0;
2006;31;Atlético-PR;Goiás;2.0;2.0;1;0;0;1;42;12;6;14;50.0;48.0;2.0;14.0;
2006;33;Atlético-PR;Juventude;2.0;3.0;0;0;1;0;42;12;6;15;52.0;51.0;1.0;14.0;
2006;34;Atlético-PR;Cruzeiro;1.0;1.0;1;0;0;1;43;12;7;15;53.0;52.0;1.0;14.0;
2006;36;Atlético-PR;Figueirense FC;1.0;4.0;0;0;1;0;43;12;7;16;54.0;56.0;-2.0;14.0;
2006;36;Atlético-PR;Palmeiras;2.0;2.0;1;0;0;1;44;12;8;16;56.0;58.0;-2.0;14.0;
2006;37;Atlético-PR;Fortaleza;4.0;3.0;3;1;0;0;47;13;8;16;60.0;61.0;-1.0;14.0;
2006;37;Atlético-PR;Ponte Preta;1.0;1.0;1;0;0;1;48;13;9;16;61.0;62.0;-1.0;14.0;
2006;1;Botafogo;Fortaleza;1.0;0.0;3;1;0;0;3;1;0;0;1.0;0.0;1.0;15.0;9.0
2006;1;Botafogo;Fortaleza;1.0;0.0;3;1;0;0;3;1;0;0;1.0;0.0;1.0;15.0;8.0
2006;2;Botafogo;Ponte Preta;2.0;1.0;3;1;0;0;6;2;0;0;3.0;1.0;2.0;15.0;9.0
2006;2;Botafogo;Ponte Preta;2.0;1.0;3;1;0;0;6;2;0;0;3.0;1.0;2.0;15.0;8.0
2006;3;Botafogo;Paraná;0.0;0.0;1;0;0;1;7;2;1;0;3.0;1.0;2.0;15.0;9.0
2006;3;Botafogo;Paraná;0.0;0.0;1;0;0;1;7;2;1;0;3.0;1.0;2.0;15.0;8.0
2006;4;Botafogo;Atlético-PR;0.0;4.0;0;0;1;0;7;2;1;1;3.0;5.0;-2.0;15.0;9.0
2006;4;Botafogo;Atlético-PR;0.0;4.0;0;0;1;0;7;2;1;1;3.0;5.0;-2.0;15.0;8.0
2006;6;Botafogo;Internacional;0.0;1.0;0;0;1;0;7;2;1;2;3.0;6.0;-3.0;15.0;9.0
2006;6;Botafogo;Internacional;0.0;1.0;0;0;1;0;7;2;1;2;3.0;6.0;-3.0;15.0;8.0
2006;6;Botafogo;Grêmio;2.0;2.0;1;0;0;1;8;2;2;2;5.0;8.0;-3.0;15.0;9.0
2006;6;Botafogo;Grêmio;2.0;2.0;1;0;0;1;8;2;2;2;5.0;8.0;-3.0;15.0;8.0
2006;6;Botafogo;Flamengo;0.0;1.0;0;0;1;0;8;2;2;3;5.0;9.0;-4.0;15.0;9.0
2006;6;Botafogo;Flamengo;0.0;1.0;0;0;1;0;8;2;2;3;5.0;9.0;-4.0;15.0;8.0
2006;9;Botafogo;Vasco da Gama;4.0;1.0;3;1;0;0;11;3;2;3;9.0;10.0;-1.0;15.0;9.0
2006;9;Botafogo;Vasco da Gama;4.0;1.0;3;1;0;0;11;3;2;3;9.0;10.0;-1.0;15.0;8.0
2006;9;Botafogo;Juventude;0.0;1.0;0;0;1;0;11;3;2;4;9.0;11.0;-2.0;15.0;9.0
2006;9;Botafogo;Juventude;0.0;1.0;0;0;1;0;11;3;2;4;9.0;11.0;-2.0;15.0;8.0
2006;10;Botafogo;Santa Cruz;1.0;1.0;1;0;0;1;12;3;3;4;10.0;12.0;-2.0;15.0;9.0
2006;10;Botafogo;Santa Cruz;1.0;1.0;1;0;0;1;12;3;3;4;10.0;12.0;-2.0;15.0;8.0
2006;12;Botafogo;Fluminense;2.0;1.0;3;1;0;0;15;4;3;4;12.0;13.0;-1.0;15.0;9.0
2006;12;Botafogo;Fluminense;2.0;1.0;3;1;0;0;15;4;3;4;12.0;13.0;-1.0;15.0;8.0
2006;12;Botafogo;Figueirense FC;2.0;3.0;0;0;1;0;15;4;3;5;14.0;16.0;-2.0;15.0;9.0
2006;12;Botafogo;Figueirense FC;2.0;3.0;0;0;1;0;15;4;3;5;14.0;16.0;-2.0;15.0;8.0
2006;13;Botafogo;Santos;0.0;0.0;1;0;0;1;16;4;4;5;14.0;16.0;-2.0;15.0;9.0
2006;13;Botafogo;Santos;0.0;0.0;1;0;0;1;16;4;4;5;14.0;16.0;-2.0;15.0;8.0
2006;14;Botafogo;Ponte Preta;4.0;1.0;3;1;0;0;19;5;4;5;18.0;17.0;1.0;15.0;9.0
2006;14;Botafogo;Ponte Preta;4.0;1.0;3;1;0;0;19;5;4;5;18.0;17.0;1.0;15.0;8.0
2006;14;Botafogo;São Caetano;1.0;1.0;1;0;0;1;20;5;5;5;19.0;18.0;1.0;15.0;9.0
2006;14;Botafogo;São Caetano;1.0;1.0;1;0;0;1;20;5;5;5;19.0;18.0;1.0;15.0;8.0
2006;17;Botafogo;Internacional;0.0;0.0;1;0;0;1;21;5;6;5;19.0;18.0;1.0;15.0;9.0
2006;17;Botafogo;Internacional;0.0;0.0;1;0;0;1;21;5;6;5;19.0;18.0;1.0;15.0;8.0
2006;18;Botafogo;Fluminense;1.0;1.0;1;0;0;1;22;5;7;5;20.0;19.0;1.0;15.0;9.0
2006;18;Botafogo;Fluminense;1.0;1.0;1;0;0;1;22;5;7;5;20.0;19.0;1.0;15.0;8.0
2006;18;Botafogo;São Paulo;0.0;3.0;0;0;1;0;22;5;7;6;20.0;22.0;-2.0;15.0;9.0
2006;18;Botafogo;São Paulo;0.0;3.0;0;0;1;0;22;5;7;6;20.0;22.0;-2.0;15.0;8.0
2006;19;Botafogo;São Paulo;1.0;1.0;1;0;0;1;23;5;8;6;21.0;23.0;-2.0;15.0;9.0
2006;19;Botafogo;São Paulo;1.0;1.0;1;0;0;1;23;5;8;6;21.0;23.0;-2.0;15.0;8.0
2006;20;Botafogo;Palmeiras;1.0;3.0;0;0;1;0;23;5;8;7;22.0;26.0;-4.0;15.0;9.0
2006;20;Botafogo;Palmeiras;1.0;3.0;0;0;1;0;23;5;8;7;22.0;26.0;-4.0;15.0;8.0
2006;21;Botafogo;Goiás;2.0;2.0;1;0;0;1;24;5;9;7;24.0;28.0;-4.0;15.0;9.0
2006;21;Botafogo;Goiás;2.0;2.0;1;0;0;1;24;5;9;7;24.0;28.0;-4.0;15.0;8.0
2006;23;Botafogo;Corinthians;0.0;1.0;0;0;1;0;24;5;9;8;24.0;29.0;-5.0;15.0;9.0
2006;23;Botafogo;Corinthians;0.0;1.0;0;0;1;0;24;5;9;8;24.0;29.0;-5.0;15.0;8.0
2006;24;Botafogo;Cruzeiro;1.0;0.0;3;1;0;0;27;6;9;8;25.0;29.0;-4.0;15.0;9.0
2006;24;Botafogo;Cruzeiro;1.0;0.0;3;1;0;0;27;6;9;8;25.0;29.0;-4.0;15.0;8.0
2006;25;Botafogo;Fortaleza;3.0;2.0;3;1;0;0;30;7;9;8;28.0;31.0;-3.0;15.0;9.0
2006;25;Botafogo;Fortaleza;3.0;2.0;3;1;0;0;30;7;9;8;28.0;31.0;-3.0;15.0;8.0
2006;25;Botafogo;Palmeiras;1.0;2.0;0;0;1;0;30;7;9;9;29.0;33.0;-4.0;15.0;9.0
2006;25;Botafogo;Palmeiras;1.0;2.0;0;0;1;0;30;7;9;9;29.0;33.0;-4.0;15.0;8.0
2006;26;Botafogo;Paraná;4.0;0.0;3;1;0;0;33;8;9;9;33.0;33.0;0.0;15.0;9.0
2006;26;Botafogo;Paraná;4.0;0.0;3;1;0;0;33;8;9;9;33.0;33.0;0.0;15.0;8.0
2006;27;Botafogo;Atlético-PR;5.0;0.0;3;1;0;0;36;9;9;9;38.0;33.0;5.0;15.0;9.0
2006;27;Botafogo;Atlético-PR;5.0;0.0;3;1;0;0;36;9;9;9;38.0;33.0;5.0;15.0;8.0
2006;29;Botafogo;Flamengo;0.0;2.0;0;0;1;0;36;9;9;10;38.0;35.0;3.0;15.0;9.0
2006;29;Botafogo;Flamengo;0.0;2.0;0;0;1;0;36;9;9;10;38.0;35.0;3.0;15.0;8.0
2006;29;Botafogo;Goiás;2.0;2.0;1;0;0;1;37;9;10;10;40.0;37.0;3.0;15.0;9.0
2006;29;Botafogo;Goiás;2.0;2.0;1;0;0;1;37;9;10;10;40.0;37.0;3.0;15.0;8.0
2006;30;Botafogo;Grêmio;0.0;4.0;0;0;1;0;37;9;10;11;40.0;41.0;-1.0;15.0;9.0
2006;30;Botafogo;Grêmio;0.0;4.0;0;0;1;0;37;9;10;11;40.0;41.0;-1.0;15.0;8.0
2006;31;Botafogo;Juventude;2.0;1.0;3;1;0;0;40;10;10;11;42.0;42.0;0.0;15.0;9.0
2006;31;Botafogo;Juventude;2.0;1.0;3;1;0;0;40;10;10;11;42.0;42.0;0.0;15.0;8.0
2006;32;Botafogo;Corinthians;0.0;0.0;1;0;0;1;41;10;11;11;42.0;42.0;0.0;15.0;9.0
2006;32;Botafogo;Corinthians;0.0;0.0;1;0;0;1;41;10;11;11;42.0;42.0;0.0;15.0;8.0
2006;32;Botafogo;Vasco da Gama;0.0;0.0;1;0;0;1;42;10;12;11;42.0;42.0;0.0;15.0;9.0
2006;32;Botafogo;Vasco da Gama;0.0;0.0;1;0;0;1;42;10;12;11;42.0;42.0;0.0;15.0;8.0
2006;33;Botafogo;Santa Cruz;3.0;0.0;3;1;0;0;45;11;12;11;45.0;42.0;3.0;15.0;9.0
2006;33;Botafogo;Santa Cruz;3.0;0.0;3;1;0;0;45;11;12;11;45.0;42.0;3.0;15.0;8.0
2006;35;Botafogo;Santos;4.0;3.0;3;1;0;0;48;12;12;11;49.0;45.0;4.0;15.0;9.0
2006;35;Botafogo;Santos;4.0;3.0;3;1;0;0;48;12;12;11;49.0;45.0;4.0;15.0;8.0
2006;35;Botafogo;Figueirense FC;0.0;1.0;0;0;1;0;48;12;12;12;49.0;46.0;3.0;15.0;9.0
2006;35;Botafogo;Figueirense FC;0.0;1.0;0;0;1;0;48;12;12;12;49.0;46.0;3.0;15.0;8.0
2006;38;Botafogo;São Caetano;2.0;1.0;3;1;0;0;51;13;12;12;51.0;47.0;4.0;15.0;9.0
2006;38;Botafogo;São Caetano;2.0;1.0;3;1;0;0;51;13;12;12;51.0;47.0;4.0;15.0;8.0
2006;38;Botafogo;Cruzeiro;1.0;3.0;0;0;1;0;51;13;12;13;52.0;50.0;2.0;15.0;9.0
2006;38;Botafogo;Cruzeiro;1.0;3.0;0;0;1;0;51;13;12;13;52.0;50.0;2.0;15.0;8.0
2006;1;Corinthians;Grêmio;0.0;2.0;0;0;1;0;0;0;0;1;0.0;2.0;-2.0;16.0;13.0
2006;1;Corinthians;Grêmio;0.0;2.0;0;0;1;0;0;0;0;1;0.0;2.0;-2.0;16.0;12.0
2006;1;Corinthians;Grêmio;0.0;2.0;0;0;1;0;0;0;0;1;0.0;2.0;-2.0;16.0;10.0
2006;2;Corinthians;São Caetano;3.0;0.0;3;1;0;0;3;1;0;1;3.0;2.0;1.0;16.0;13.0
2006;2;Corinthians;São Caetano;3.0;0.0;3;1;0;0;3;1;0;1;3.0;2.0;1.0;16.0;12.0
2006;2;Corinthians;São Caetano;3.0;0.0;3;1;0;0;3;1;0;1;3.0;2.0;1.0;16.0;10.0
2006;3;Corinthians;Fortaleza;4.0;0.0;3;1;0;0;6;2;0;1;7.0;2.0;5.0;16.0;13.0
2006;3;Corinthians;Fortaleza;4.0;0.0;3;1;0;0;6;2;0;1;7.0;2.0;5.0;16.0;12.0
2006;3;Corinthians;Fortaleza;4.0;0.0;3;1;0;0;6;2;0;1;7.0;2.0;5.0;16.0;10.0
2006;4;Corinthians;Ponte Preta;2.0;3.0;0;0;1;0;6;2;0;2;9.0;5.0;4.0;16.0;13.0
2006;4;Corinthians;Ponte Preta;2.0;3.0;0;0;1;0;6;2;0;2;9.0;5.0;4.0;16.0;12.0
2006;4;Corinthians;Ponte Preta;2.0;3.0;0;0;1;0;6;2;0;2;9.0;5.0;4.0;16.0;10.0
2006;5;Corinthians;São Paulo;1.0;3.0;0;0;1;0;6;2;0;3;10.0;8.0;2.0;16.0;13.0
2006;5;Corinthians;São Paulo;1.0;3.0;0;0;1;0;6;2;0;3;10.0;8.0;2.0;16.0;12.0
2006;5;Corinthians;São Paulo;1.0;3.0;0;0;1;0;6;2;0;3;10.0;8.0;2.0;16.0;10.0
2006;7;Corinthians;Paraná;2.0;1.0;3;1;0;0;9;3;0;3;12.0;9.0;3.0;16.0;13.0
2006;7;Corinthians;Paraná;2.0;1.0;3;1;0;0;9;3;0;3;12.0;9.0;3.0;16.0;12.0
2006;7;Corinthians;Paraná;2.0;1.0;3;1;0;0;9;3;0;3;12.0;9.0;3.0;16.0;10.0
2006;8;Corinthians;Vasco da Gama;4.0;2.0;3;1;0;0;12;4;0;3;16.0;11.0;5.0;16.0;13.0
2006;8;Corinthians;Vasco da Gama;4.0;2.0;3;1;0;0;12;4;0;3;16.0;11.0;5.0;16.0;12.0
2006;8;Corinthians;Vasco da Gama;4.0;2.0;3;1;0;0;12;4;0;3;16.0;11.0;5.0;16.0;10.0
2006;10;Corinthians;Internacional;0.0;1.0;0;0;1;0;12;4;0;4;16.0;12.0;4.0;16.0;13.0
2006;10;Corinthians;Internacional;0.0;1.0;0;0;1;0;12;4;0;4;16.0;12.0;4.0;16.0;12.0
2006;10;Corinthians;Internacional;0.0;1.0;0;0;1;0;12;4;0;4;16.0;12.0;4.0;16.0;10.0
2006;10;Corinthians;Santos;0.0;2.0;0;0;1;0;12;4;0;5;16.0;14.0;2.0;16.0;13.0
2006;10;Corinthians;Santos;0.0;2.0;0;0;1;0;12;4;0;5;16.0;14.0;2.0;16.0;12.0
2006;10;Corinthians;Santos;0.0;2.0;0;0;1;0;12;4;0;5;16.0;14.0;2.0;16.0;10.0
2006;11;Corinthians;Santa Cruz;1.0;0.0;3;1;0;0;15;5;0;5;17.0;14.0;3.0;16.0;13.0
2006;11;Corinthians;Santa Cruz;1.0;0.0;3;1;0;0;15;5;0;5;17.0;14.0;3.0;16.0;12.0
2006;11;Corinthians;Santa Cruz;1.0;0.0;3;1;0;0;15;5;0;5;17.0;14.0;3.0;16.0;10.0
2006;12;Corinthians;Goiás;0.0;1.0;0;0;1;0;15;5;0;6;17.0;15.0;2.0;16.0;13.0
2006;12;Corinthians;Goiás;0.0;1.0;0;0;1;0;15;5;0;6;17.0;15.0;2.0;16.0;12.0
2006;12;Corinthians;Goiás;0.0;1.0;0;0;1;0;15;5;0;6;17.0;15.0;2.0;16.0;10.0
2006;13;Corinthians;Flamengo;0.0;2.0;0;0;1;0;15;5;0;7;17.0;17.0;0.0;16.0;13.0
2006;13;Corinthians;Flamengo;0.0;2.0;0;0;1;0;15;5;0;7;17.0;17.0;0.0;16.0;12.0
2006;13;Corinthians;Flamengo;0.0;2.0;0;0;1;0;15;5;0;7;17.0;17.0;0.0;16.0;10.0
2006;14;Corinthians;Cruzeiro;0.0;2.0;0;0;1;0;15;5;0;8;17.0;19.0;-2.0;16.0;13.0
2006;14;Corinthians;Cruzeiro;0.0;2.0;0;0;1;0;15;5;0;8;17.0;19.0;-2.0;16.0;12.0
2006;14;Corinthians;Cruzeiro;0.0;2.0;0;0;1;0;15;5;0;8;17.0;19.0;-2.0;16.0;10.0
2006;15;Corinthians;Atlético-PR;2.0;1.0;3;1;0;0;18;6;0;8;19.0;20.0;-1.0;16.0;13.0
2006;15;Corinthians;Atlético-PR;2.0;1.0;3;1;0;0;18;6;0;8;19.0;20.0;-1.0;16.0;12.0
2006;15;Corinthians;Atlético-PR;2.0;1.0;3;1;0;0;18;6;0;8;19.0;20.0;-1.0;16.0;10.0
2006;15;Corinthians;Palmeiras;0.0;1.0;0;0;1;0;18;6;0;9;19.0;21.0;-2.0;16.0;13.0
2006;15;Corinthians;Palmeiras;0.0;1.0;0;0;1;0;18;6;0;9;19.0;21.0;-2.0;16.0;12.0
2006;15;Corinthians;Palmeiras;0.0;1.0;0;0;1;0;18;6;0;9;19.0;21.0;-2.0;16.0;10.0
2006;16;Corinthians;Fortaleza;2.0;2.0;1;0;0;1;19;6;1;9;21.0;23.0;-2.0;16.0;13.0
2006;16;Corinthians;Fortaleza;2.0;2.0;1;0;0;1;19;6;1;9;21.0;23.0;-2.0;16.0;12.0
2006;16;Corinthians;Fortaleza;2.0;2.0;1;0;0;1;19;6;1;9;21.0;23.0;-2.0;16.0;10.0
2006;17;Corinthians;Santa Cruz;0.0;1.0;0;0;1;0;19;6;1;10;21.0;24.0;-3.0;16.0;13.0
2006;17;Corinthians;Santa Cruz;0.0;1.0;0;0;1;0;19;6;1;10;21.0;24.0;-3.0;16.0;12.0
2006;17;Corinthians;Santa Cruz;0.0;1.0;0;0;1;0;19;6;1;10;21.0;24.0;-3.0;16.0;10.0
2006;19;Corinthians;Atlético-PR;2.0;1.0;3;1;0;0;22;7;1;10;23.0;25.0;-2.0;16.0;13.0
2006;19;Corinthians;Atlético-PR;2.0;1.0;3;1;0;0;22;7;1;10;23.0;25.0;-2.0;16.0;12.0
2006;19;Corinthians;Atlético-PR;2.0;1.0;3;1;0;0;22;7;1;10;23.0;25.0;-2.0;16.0;10.0
2006;20;Corinthians;Figueirense FC;1.0;3.0;0;0;1;0;22;7;1;11;24.0;28.0;-4.0;16.0;13.0
2006;20;Corinthians;Figueirense FC;1.0;3.0;0;0;1;0;22;7;1;11;24.0;28.0;-4.0;16.0;12.0
2006;20;Corinthians;Figueirense FC;1.0;3.0;0;0;1;0;22;7;1;11;24.0;28.0;-4.0;16.0;10.0
2006;21;Corinthians;Figueirense FC;0.0;0.0;1;0;0;1;23;7;2;11;24.0;28.0;-4.0;16.0;13.0
2006;21;Corinthians;Figueirense FC;0.0;0.0;1;0;0;1;23;7;2;11;24.0;28.0;-4.0;16.0;12.0
2006;21;Corinthians;Figueirense FC;0.0;0.0;1;0;0;1;23;7;2;11;24.0;28.0;-4.0;16.0;10.0
2006;21;Corinthians;Fluminense;2.0;1.0;3;1;0;0;26;8;2;11;26.0;29.0;-3.0;16.0;13.0
2006;21;Corinthians;Fluminense;2.0;1.0;3;1;0;0;26;8;2;11;26.0;29.0;-3.0;16.0;12.0
2006;21;Corinthians;Fluminense;2.0;1.0;3;1;0;0;26;8;2;11;26.0;29.0;-3.0;16.0;10.0
2006;23;Corinthians;Botafogo;1.0;0.0;3;1;0;0;29;9;2;11;27.0;29.0;-2.0;16.0;13.0
2006;23;Corinthians;Botafogo;1.0;0.0;3;1;0;0;29;9;2;11;27.0;29.0;-2.0;16.0;12.0
2006;23;Corinthians;Botafogo;1.0;0.0;3;1;0;0;29;9;2;11;27.0;29.0;-2.0;16.0;10.0
2006;23;Corinthians;Juventude;0.0;0.0;1;0;0;1;30;9;3;11;27.0;29.0;-2.0;16.0;13.0
2006;23;Corinthians;Juventude;0.0;0.0;1;0;0;1;30;9;3;11;27.0;29.0;-2.0;16.0;12.0
2006;23;Corinthians;Juventude;0.0;0.0;1;0;0;1;30;9;3;11;27.0;29.0;-2.0;16.0;10.0
2006;25;Corinthians;Grêmio;0.0;2.0;0;0;1;0;30;9;3;12;27.0;31.0;-4.0;16.0;13.0
2006;25;Corinthians;Grêmio;0.0;2.0;0;0;1;0;30;9;3;12;27.0;31.0;-4.0;16.0;12.0
2006;25;Corinthians;Grêmio;0.0;2.0;0;0;1;0;30;9;3;12;27.0;31.0;-4.0;16.0;10.0
2006;25;Corinthians;São Caetano;1.0;0.0;3;1;0;0;33;10;3;12;28.0;31.0;-3.0;16.0;13.0
2006;25;Corinthians;São Caetano;1.0;0.0;3;1;0;0;33;10;3;12;28.0;31.0;-3.0;16.0;12.0
2006;25;Corinthians;São Caetano;1.0;0.0;3;1;0;0;33;10;3;12;28.0;31.0;-3.0;16.0;10.0
2006;27;Corinthians;Ponte Preta;1.0;0.0;3;1;0;0;36;11;3;12;29.0;31.0;-2.0;16.0;13.0
2006;27;Corinthians;Ponte Preta;1.0;0.0;3;1;0;0;36;11;3;12;29.0;31.0;-2.0;16.0;12.0
2006;27;Corinthians;Ponte Preta;1.0;0.0;3;1;0;0;36;11;3;12;29.0;31.0;-2.0;16.0;10.0
2006;27;Corinthians;Fluminense;1.0;1.0;1;0;0;1;37;11;4;12;30.0;32.0;-2.0;16.0;13.0
2006;27;Corinthians;Fluminense;1.0;1.0;1;0;0;1;37;11;4;12;30.0;32.0;-2.0;16.0;12.0
2006;27;Corinthians;Fluminense;1.0;1.0;1;0;0;1;37;11;4;12;30.0;32.0;-2.0;16.0;10.0
2006;28;Corinthians;São Paulo;0.0;0.0;1;0;0;1;38;11;5;12;30.0;32.0;-2.0;16.0;13.0
2006;28;Corinthians;São Paulo;0.0;0.0;1;0;0;1;38;11;5;12;30.0;32.0;-2.0;16.0;12.0
2006;28;Corinthians;São Paulo;0.0;0.0;1;0;0;1;38;11;5;12;30.0;32.0;-2.0;16.0;10.0
2006;29;Corinthians;Paraná;1.0;0.0;3;1;0;0;41;12;5;12;31.0;32.0;-1.0;16.0;13.0
2006;29;Corinthians;Paraná;1.0;0.0;3;1;0;0;41;12;5;12;31.0;32.0;-1.0;16.0;12.0
2006;29;Corinthians;Paraná;1.0;0.0;3;1;0;0;41;12;5;12;31.0;32.0;-1.0;16.0;10.0
2006;30;Corinthians;Vasco da Gama;1.0;1.0;1;0;0;1;42;12;6;12;32.0;33.0;-1.0;16.0;13.0
2006;30;Corinthians;Vasco da Gama;1.0;1.0;1;0;0;1;42;12;6;12;32.0;33.0;-1.0;16.0;12.0
2006;30;Corinthians;Vasco da Gama;1.0;1.0;1;0;0;1;42;12;6;12;32.0;33.0;-1.0;16.0;10.0
2006;31;Corinthians;Internacional;1.0;1.0;1;0;0;1;43;12;7;12;33.0;34.0;-1.0;16.0;13.0
2006;31;Corinthians;Internacional;1.0;1.0;1;0;0;1;43;12;7;12;33.0;34.0;-1.0;16.0;12.0
2006;31;Corinthians;Internacional;1.0;1.0;1;0;0;1;43;12;7;12;33.0;34.0;-1.0;16.0;10.0
2006;32;Corinthians;Botafogo;0.0;0.0;1;0;0;1;44;12;8;12;33.0;34.0;-1.0;16.0;13.0
2006;32;Corinthians;Botafogo;0.0;0.0;1;0;0;1;44;12;8;12;33.0;34.0;-1.0;16.0;12.0
2006;32;Corinthians;Botafogo;0.0;0.0;1;0;0;1;44;12;8;12;33.0;34.0;-1.0;16.0;10.0
2006;34;Corinthians;Santos;0.0;3.0;0;0;1;0;44;12;8;13;33.0;37.0;-4.0;16.0;13.0
2006;34;Corinthians;Santos;0.0;3.0;0;0;1;0;44;12;8;13;33.0;37.0;-4.0;16.0;12.0
2006;34;Corinthians;Santos;0.0;3.0;0;0;1;0;44;12;8;13;33.0;37.0;-4.0;16.0;10.0
2006;34;Corinthians;Goiás;1.0;3.0;0;0;1;0;44;12;8;14;34.0;40.0;-6.0;16.0;13.0
2006;34;Corinthians;Goiás;1.0;3.0;0;0;1;0;44;12;8;14;34.0;40.0;-6.0;16.0;12.0
2006;34;Corinthians;Goiás;1.0;3.0;0;0;1;0;44;12;8;14;34.0;40.0;-6.0;16.0;10.0
2006;36;Corinthians;Flamengo;0.0;3.0;0;0;1;0;44;12;8;15;34.0;43.0;-9.0;16.0;13.0
2006;36;Corinthians;Flamengo;0.0;3.0;0;0;1;0;44;12;8;15;34.0;43.0;-9.0;16.0;12.0
2006;36;Corinthians;Flamengo;0.0;3.0;0;0;1;0;44;12;8;15;34.0;43.0;-9.0;16.0;10.0
2006;38;Corinthians;Cruzeiro;1.0;0.0;3;1;0;0;47;13;8;15;35.0;43.0;-8.0;16.0;13.0
2006;38;Corinthians;Cruzeiro;1.0;0.0;3;1;0;0;47;13;8;15;35.0;43.0;-8.0;16.0;12.0
2006;38;Corinthians;Cruzeiro;1.0;0.0;3;1;0;0;47;13;8;15;35.0;43.0;-8.0;16.0;10.0
2006;38;Corinthians;Palmeiras;0.0;1.0;0;0;1;0;47;13;8;16;35.0;44.0;-9.0;16.0;13.0
2006;38;Corinthians;Palmeiras;0.0;1.0;0;0;1;0;47;13;8;16;35.0;44.0;-9.0;16.0;12.0
